id,parent_id,name,acronym,red,green,blue
392,619,"Nucleus of the lateral olfactory tract, layers 1-3",NLOT1-3,149,228,200
260,619,"Nucleus of the lateral olfactory tract, molecular layer",NLOT1,149,228,200
268,619,"Nucleus of the lateral olfactory tract, pyramidal layer",NLOT2,149,228,200
1139,619,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,149,228,200
631,698,Cortical amygdalar area,COA,97,231,183
639,631,"Cortical amygdalar area, anterior part",COAa,97,231,183
192,639,"Cortical amygdalar area, anterior part, layer 1",COAa1,97,231,183
200,639,"Cortical amygdalar area, anterior part, layer 2",COAa2,97,231,183
208,639,"Cortical amygdalar area, anterior part, layer 3",COAa3,97,231,183
647,631,"Cortical amygdalar area, posterior part",COAp,97,231,183
655,647,"Cortical amygdalar area, posterior part, lateral zone",COApl,97,231,183
584,655,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",COApl1-2,97,231,183
376,655,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",COApl1-3,97,231,183
216,655,"Cortical amygdalar area, posterior part, lateral zone, layer 1",COApl1,97,231,183
224,655,"Cortical amygdalar area, posterior part, lateral zone, layer 2",COApl2,97,231,183
232,655,"Cortical amygdalar area, posterior part, lateral zone, layer 3",COApl3,97,231,183
663,647,"Cortical amygdalar area, posterior part, medial zone",COApm,97,231,183
592,663,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",COApm1-2,97,231,183
383,663,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",COApm1-3,97,231,183
240,663,"Cortical amygdalar area, posterior part, medial zone, layer 1",COApm1,97,231,183
248,663,"Cortical amygdalar area, posterior part, medial zone, layer 2",COApm2,97,231,183
256,663,"Cortical amygdalar area, posterior part, medial zone, layer 3",COApm3,97,231,183
788,698,Piriform-amygdalar area,PAA,89,218,171
400,788,"Piriform-amygdalar area, layers 1-3",PAA1-3,89,218,171
408,788,"Piriform-amygdalar area, molecular layer",PAA1,89,218,171
416,788,"Piriform-amygdalar area, pyramidal layer",PAA2,89,218,171
424,788,"Piriform-amygdalar area, polymorph layer",PAA3,89,218,171
566,698,Postpiriform transition area,TR,168,236,211
517,566,"Postpiriform transition area, layers 1-3",TR1-3,168,236,211
1140,566,"Postpiriform transition area, layers 1",TR1,168,236,211
1141,566,"Postpiriform transition area, layers 2",TR2,168,236,211
1142,566,"Postpiriform transition area, layers 3",TR3,168,236,211
1089,695,Hippocampal formation,HPF,126,208,75
1080,1089,Hippocampal region,HIP,126,208,75
375,1080,Ammon's horn,CA,126,208,75
382,375,Field CA1,CA1,126,208,75
391,382,"Field CA1, stratum lacunosum-moleculare",CA1slm,126,208,75
399,382,"Field CA1, stratum oriens",CA1so,126,208,75
407,382,"Field CA1, pyramidal layer",CA1sp,102,168,61
415,382,"Field CA1, stratum radiatum",CA1sr,126,208,75
423,375,Field CA2,CA2,126,208,75
431,423,"Field CA2, stratum lacunosum-moleculare",CA2slm,126,208,75
438,423,"Field CA2, stratum oriens",CA2so,126,208,75
446,423,"Field CA2, pyramidal layer",CA2sp,102,168,61
454,423,"Field CA2, stratum radiatum",CA2sr,126,208,75
463,375,Field CA3,CA3,126,208,75
471,463,"Field CA3, stratum lacunosum-moleculare",CA3slm,126,208,75
479,463,"Field CA3, stratum lucidum",CA3slu,126,208,75
486,463,"Field CA3, stratum oriens",CA3so,126,208,75
495,463,"Field CA3, pyramidal layer",CA3sp,102,168,61
504,463,"Field CA3, stratum radiatum",CA3sr,126,208,75
726,1080,Dentate gyrus,DG,126,208,75
10703,726,"Dentate gyrus, molecular layer",DG-mo,126,208,75
10704,726,"Dentate gyrus, polymorph layer",DG-po,126,208,75
632,726,"Dentate gyrus, granule cell layer",DG-sg,102,168,61
10702,726,"Dentate gyrus, subgranular zone",DG-sgz,126,208,75
734,726,Dentate gyrus crest,DGcr,126,208,75
742,734,"Dentate gyrus crest, molecular layer",DGcr-mo,126,208,75
751,734,"Dentate gyrus crest, polymorph layer",DGcr-po,126,208,75
758,734,"Dentate gyrus crest, granule cell layer",DGcr-sg,126,208,75
766,726,Dentate gyrus lateral blade,DGlb,126,208,75
775,766,"Dentate gyrus lateral blade, molecular layer",DGlb-mo,126,208,75
782,766,"Dentate gyrus lateral blade, polymorph layer",DGlb-po,126,208,75
790,766,"Dentate gyrus lateral blade, granule cell layer",DGlb-sg,126,208,75
799,726,Dentate gyrus medial blade,DGmb,126,208,75
807,799,"Dentate gyrus medial blade, molecular layer",DGmb-mo,126,208,75
815,799,"Dentate gyrus medial blade, polymorph layer",DGmb-po,126,208,75
823,799,"Dentate gyrus medial blade, granule cell layer",DGmb-sg,126,208,75
982,1080,Fasciola cinerea,FC,126,208,75
19,1080,Induseum griseum,IG,126,208,75
822,1089,Retrohippocampal region,RHP,50,184,37
909,822,Entorhinal area,ENT,50,184,37
918,909,"Entorhinal area, lateral part",ENTl,50,184,37
1121,918,"Entorhinal area, lateral part, layer 1",ENTl1,50,184,37
20,918,"Entorhinal area, lateral part, layer 2",ENTl2,50,184,37
999,918,"Entorhinal area, lateral part, layer 2/3",ENTl2/3,50,184,37
715,918,"Entorhinal area, lateral part, layer 2a",ENTl2a,50,184,37
764,918,"Entorhinal area, lateral part, layer 2b",ENTl2b,50,184,37
52,918,"Entorhinal area, lateral part, layer 3",ENTl3,50,184,37
92,918,"Entorhinal area, lateral part, layer 4",ENTl4,50,184,37
312,918,"Entorhinal area, lateral part, layer 4/5",ENTl4/5,50,184,37
139,918,"Entorhinal area, lateral part, layer 5",ENTl5,50,184,37
387,918,"Entorhinal area, lateral part, layer 5/6",ENTl5/6,50,184,37
28,918,"Entorhinal area, lateral part, layer 6a",ENTl6a,50,184,37
60,918,"Entorhinal area, lateral part, layer 6b",ENTl6b,50,184,37
926,909,"Entorhinal area, medial part, dorsal zone",ENTm,50,184,37
526,926,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,50,184,37
543,926,"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,50,184,37
468,926,"Entorhinal area, medial part, dorsal zone, layer 2a",ENTm2a,50,184,37
508,926,"Entorhinal area, medial part, dorsal zone, layer 2b",ENTm2b,50,184,37
664,926,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,50,184,37
712,926,"Entorhinal area, medial part, dorsal zone, layer 4",ENTm4,50,184,37
727,926,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,50,184,37
550,926,"Entorhinal area, medial part, dorsal zone, layer 5/6",ENTm5/6,50,184,37
743,926,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,50,184,37
934,909,"Entorhinal area, medial part, ventral zone",ENTmv,50,184,37
259,934,"Entorhinal area, medial part, ventral zone, layer 1",ENTmv1,50,184,37
324,934,"Entorhinal area, medial part, ventral zone, layer 2",ENTmv2,50,184,37
371,934,"Entorhinal area, medial part, ventral zone, layer 3",ENTmv3,50,184,37
419,934,"Entorhinal area, medial part, ventral zone, layer 4",ENTmv4,50,184,37
1133,934,"Entorhinal area, medial part, ventral zone, layer 5/6",ENTmv5/6,50,184,37
843,822,Parasubiculum,PAR,114,213,105
10693,843,"Parasubiculum, layer 1",PAR1,114,213,105
10694,843,"Parasubiculum, layer 2",PAR2,114,213,105
10695,843,"Parasubiculum, layer 3",PAR3,114,213,105
1037,822,Postsubiculum,POST,72,200,60
10696,1037,"Postsubiculum, layer 1",POST1,72,200,60
10697,1037,"Postsubiculum, layer 2",POST2,72,200,60
10698,1037,"Postsubiculum, layer 3",POST3,72,200,60
1084,822,Presubiculum,PRE,89,185,71
10699,1084,"Presubiculum, layer 1",PRE1,89,185,71
10700,1084,"Presubiculum, layer 2",PRE2,89,185,71
10701,1084,"Presubiculum, layer 3",PRE3,89,185,71
502,822,Subiculum,SUB,79,194,68
509,502,"Subiculum, dorsal part",SUBd,79,194,68
829,509,"Subiculum, dorsal part, molecular layer",SUBd-m,79,194,68
845,509,"Subiculum, dorsal part, pyramidal layer",SUBd-sp,75,181,71
837,509,"Subiculum, dorsal part, stratum radiatum",SUBd-sr,79,194,68
518,502,"Subiculum, ventral part",SUBv,79,194,68
853,518,"Subiculum, ventral part, molecular layer",SUBv-m,79,194,68
870,518,"Subiculum, ventral part, pyramidal layer",SUBv-sp,75,181,71
861,518,"Subiculum, ventral part, stratum radiatum",SUBv-sr,79,194,68
484682470,822,Prosubiculum,ProS,88,186,72
484682475,484682470,"Prosubiculum, dorsal part",ProSd,88,186,72
484682479,484682475,"Prosubiculum, dorsal part, molecular layer",ProSd-m,88,186,72
484682483,484682475,"Prosubiculum, dorsal part, pyramidal layer",ProSd-sp,86,184,75
484682487,484682475,"Prosubiculum, dorsal part, stratum radiatum",ProSd-sr,88,186,72
484682492,484682470,"Prosubiculum, ventral part",ProSv,88,186,72
484682496,484682492,"Prosubiculum, ventral part, molecular layer",ProSv-m,88,186,72
484682500,484682492,"Prosubiculum, ventral part, pyramidal layer",ProSv-sp,86,184,75
484682504,484682492,"Prosubiculum, ventral part, stratum radiatum",Prosv-sr,88,186,72
589508447,822,Hippocampo-amygdalar transition area,HATA,51,185,50
484682508,822,Area prostriata,APr,51,185,50
703,688,Cortical subplate,CTXsp,138,218,135
16,703,"Layer 6b, isocortex",6b,138,218,135
583,703,Claustrum,CLA,138,218,135
942,703,Endopiriform nucleus,EP,160,238,157
952,942,"Endopiriform nucleus, dorsal part",EPd,160,238,157
966,942,"Endopiriform nucleus, ventral part",EPv,160,238,157
131,703,Lateral amygdalar nucleus,LA,144,235,141
295,703,Basolateral amygdalar nucleus,BLA,157,231,156
303,295,"Basolateral amygdalar nucleus, anterior part",BLAa,157,231,156
311,295,"Basolateral amygdalar nucleus, posterior part",BLAp,157,231,156
451,295,"Basolateral amygdalar nucleus, ventral part",BLAv,157,231,156
319,703,Basomedial amygdalar nucleus,BMA,132,234,129
327,319,"Basomedial amygdalar nucleus, anterior part",BMAa,132,234,129
334,319,"Basomedial amygdalar nucleus, posterior part",BMAp,132,234,129
780,703,Posterior amygdalar nucleus,PA,151,236,147
623,567,Cerebral nuclei,CNU,152,214,249
477,623,Striatum,STR,152,214,249
485,477,Striatum dorsal region,STRd,152,214,249
672,485,Caudoputamen,CP,152,214,249
493,477,Striatum ventral region,STRv,128,205,248
56,493,Nucleus accumbens,ACB,128,205,248
3001,56,"Nucleus accumbens, core",ACBc,118,195,238
3002,56,"Nucleus accumbens, shell",ACBsh,128,205,248
998,493,Fundus of striatum,FS,128,205,248
754,493,Olfactory tubercle,OT,128,205,248
481,754,Islands of Calleja,isl,128,205,248
489,754,Major island of Calleja,islm,128,205,248
144,754,"Olfactory tubercle, layers 1-3",OT1-3,128,205,248
458,754,"Olfactory tubercle, molecular layer",OT1,128,205,248
465,754,"Olfactory tubercle, pyramidal layer",OT2,128,205,248
473,754,"Olfactory tubercle, polymorph layer",OT3,128,205,248
549009199,493,Lateral strip of striatum,LSS,128,205,248
275,477,Lateral septal complex,LSX,144,203,237
242,275,Lateral septal nucleus,LS,144,203,237
250,242,"Lateral septal nucleus, caudal (caudodorsal) part",LSc,144,203,237
258,242,"Lateral septal nucleus, rostral (rostroventral) part",LSr,144,203,237
266,242,"Lateral septal nucleus, ventral part",LSv,144,203,237
310,275,Septofimbrial nucleus,SF,144,203,237
333,275,Septohippocampal nucleus,SH,144,203,237
278,477,Striatum-like amygdalar nuclei,sAMY,128,192,226
23,278,Anterior amygdalar area,AAA,128,192,226
292,278,Bed nucleus of the accessory olfactory tract,BA,128,192,226
536,278,Central amygdalar nucleus,CEA,128,192,226
544,536,"Central amygdalar nucleus, capsular part",CEAc,128,192,226
551,536,"Central amygdalar nucleus, lateral part",CEAl,128,192,226
559,536,"Central amygdalar nucleus, medial part",CEAm,128,192,226
1105,278,Intercalated amygdalar nucleus,IA,128,192,226
403,278,Medial amygdalar nucleus,MEA,128,192,226
411,403,"Medial amygdalar nucleus, anterodorsal part",MEAad,128,192,226
418,403,"Medial amygdalar nucleus, anteroventral part",MEAav,128,192,226
426,403,"Medial amygdalar nucleus, posterodorsal part",MEApd,128,192,226
472,426,"Medial amygdalar nucleus, posterodorsal part, sublayer a",MEApd-a,128,192,226
480,426,"Medial amygdalar nucleus, posterodorsal part, sublayer b",MEApd-b,128,192,226
487,426,"Medial amygdalar nucleus, posterodorsal part, sublayer c",MEApd-c,128,192,226
435,403,"Medial amygdalar nucleus, posteroventral part",MEApv,128,192,226
803,623,Pallidum,PAL,133,153,204
818,803,"Pallidum, dorsal region",PALd,133,153,204
1022,818,"Globus pallidus, external segment",GPe,133,153,204
1031,818,"Globus pallidus, internal segment",GPi,133,153,204
835,803,"Pallidum, ventral region",PALv,162,177,216
342,835,Substantia innominata,SI,162,177,216
298,835,Magnocellular nucleus,MA,162,177,216
826,803,"Pallidum, medial region",PALm,150,167,211
904,826,Medial septal complex,MSC,150,167,211
564,904,Medial septal nucleus,MS,150,167,211
596,904,Diagonal band nucleus,NDB,150,167,211
581,826,Triangular nucleus of septum,TRS,150,167,211
809,803,"Pallidum, caudal region",PALc,179,192,223
351,809,Bed nuclei of the stria terminalis,BST,179,192,223
359,351,"Bed nuclei of the stria terminalis, anterior division",BSTa,179,192,223
537,359,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",BSTal,179,192,223
498,359,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",BSTam,179,192,223
505,359,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",BSTdm,179,192,223
513,359,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",BSTfu,179,192,223
546,359,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",BSTju,179,192,223
521,359,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",BSTmg,179,192,223
554,359,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",BSTov,179,192,223
562,359,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",BSTrh,179,192,223
529,359,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",BSTv,179,192,223
367,351,"Bed nuclei of the stria terminalis, posterior division",BSTp,179,192,223
569,367,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",BSTd,179,192,223
578,367,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",BSTpr,179,192,223
585,367,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",BSTif,179,192,223
594,367,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",BSTtr,179,192,223
602,367,"Bed nuclei of the stria terminalis, posterior division, strial extension",BSTse,179,192,223
287,809,Bed nucleus of the anterior commissure,BAC,179,192,223
343,8,Brain stem,BS,255,112,128
1129,343,Interbrain,IB,255,112,128
549,1129,Thalamus,TH,255,112,128
864,549,"Thalamus, sensory-motor cortex related",DORsm,255,128,132
637,864,Ventral group of the dorsal thalamus,VENT,255,128,132
629,637,Ventral anterior-lateral complex of the thalamus,VAL,255,128,132
685,637,Ventral medial nucleus of the thalamus,VM,255,128,132
709,637,Ventral posterior complex of the thalamus,VP,255,128,132
718,709,Ventral posterolateral nucleus of the thalamus,VPL,255,128,132
725,709,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,255,128,132
733,709,Ventral posteromedial nucleus of the thalamus,VPM,255,128,132
741,709,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,255,128,132
563807435,637,Posterior triangular thalamic nucleus,PoT,255,128,132
406,864,Subparafascicular nucleus,SPF,255,128,132
414,406,"Subparafascicular nucleus, magnocellular part",SPFm,255,128,132
422,406,"Subparafascicular nucleus, parvicellular part",SPFp,255,128,132
609,864,Subparafascicular area,SPA,255,128,132
1044,864,Peripeduncular nucleus,PP,255,128,132
1008,864,"Geniculate group, dorsal thalamus",GENd,255,128,132
475,1008,Medial geniculate complex,MG,255,128,132
1072,475,"Medial geniculate complex, dorsal part",MGd,255,128,132
1079,475,"Medial geniculate complex, ventral part",MGv,255,128,132
1088,475,"Medial geniculate complex, medial part",MGm,255,128,132
170,1008,Dorsal part of the lateral geniculate complex,LGd,255,128,132
496345664,170,"Dorsal part of the lateral geniculate complex, shell",LGd-sh,255,128,132
496345668,170,"Dorsal part of the lateral geniculate complex, core",LGd-co,255,128,132
496345672,170,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,255,128,132
856,549,"Thalamus, polymodal association cortex related",DORpm,255,144,159
138,856,Lateral group of the dorsal thalamus,LAT,255,144,159
218,138,Lateral posterior nucleus of the thalamus,LP,255,144,159
1020,138,Posterior complex of the thalamus,PO,255,144,159
1029,138,Posterior limiting nucleus of the thalamus,POL,255,144,159
325,138,Suprageniculate nucleus,SGN,255,144,159
560581551,138,Ethmoid nucleus of the thalamus,Eth,255,144,159
560581555,138,Retroethmoid nucleus,REth,255,144,159
239,856,Anterior group of the dorsal thalamus,ATN,255,144,159
255,239,Anteroventral nucleus of thalamus,AV,255,144,159
127,239,Anteromedial nucleus,AM,255,144,159
1096,127,"Anteromedial nucleus, dorsal part",AMd,255,144,159
1104,127,"Anteromedial nucleus, ventral part",AMv,255,144,159
64,239,Anterodorsal nucleus,AD,255,144,159
1120,239,Interanteromedial nucleus of the thalamus,IAM,255,144,159
1113,239,Interanterodorsal nucleus of the thalamus,IAD,255,144,159
155,239,Lateral dorsal nucleus of thalamus,LD,255,144,159
444,856,Medial group of the dorsal thalamus,MED,255,144,159
59,444,Intermediodorsal nucleus of the thalamus,IMD,255,144,159
362,444,Mediodorsal nucleus of thalamus,MD,255,144,159
617,362,"Mediodorsal nucleus of the thalamus, central part",MDc,255,144,159
626,362,"Mediodorsal nucleus of the thalamus, lateral part",MDl,255,144,159
636,362,"Mediodorsal nucleus of the thalamus, medial part",MDm,255,144,159
366,444,Submedial nucleus of the thalamus,SMT,255,144,159
1077,444,Perireunensis nucleus,PR,255,144,159
571,856,Midline group of the dorsal thalamus,MTN,255,144,159
149,571,Paraventricular nucleus of the thalamus,PVT,255,144,159
15,571,Parataenial nucleus,PT,255,144,159
181,571,Nucleus of reuniens,RE,255,144,159
560581559,571,Xiphoid thalamic nucleus,Xi,255,144,159
51,856,Intralaminar nuclei of the dorsal thalamus,ILM,255,144,159
189,51,Rhomboid nucleus,RH,255,144,159
599,51,Central medial nucleus of the thalamus,CM,255,144,159
907,51,Paracentral nucleus,PCN,255,144,159
575,51,Central lateral nucleus of the thalamus,CL,255,144,159
930,51,Parafascicular nucleus,PF,255,144,159
560581563,51,Posterior intralaminar thalamic nucleus,PIL,255,144,159
262,856,Reticular nucleus of the thalamus,RT,255,144,159
1014,856,"Geniculate group, ventral thalamus",GENv,255,144,159
27,1014,Intergeniculate leaflet of the lateral geniculate complex,IGL,255,144,159
563807439,1014,Intermediate geniculate nucleus,IntG,255,144,159
178,1014,Ventral part of the lateral geniculate complex,LGv,255,144,159
300,178,"Ventral part of the lateral geniculate complex, lateral zone",LGvl,255,144,159
316,178,"Ventral part of the lateral geniculate complex, medial zone",LGvm,255,144,159
321,1014,Subgeniculate nucleus,SubG,255,144,159
958,856,Epithalamus,EPI,255,144,159
483,958,Medial habenula,MH,255,144,159
186,958,Lateral habenula,LH,255,144,159
953,958,Pineal body,PIN,255,144,159
1097,1129,Hypothalamus,HY,230,68,56
157,1097,Periventricular zone,PVZ,255,93,80
390,157,Supraoptic nucleus,SO,255,93,80
332,157,Accessory supraoptic group,ASO,255,93,80
432,332,Nucleus circularis,NC,255,93,80
38,157,Paraventricular hypothalamic nucleus,PVH,255,93,80
71,38,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,255,93,80
47,71,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",PVHam,255,93,80
79,71,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",PVHmm,255,93,80
103,71,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,255,93,80
652,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",PVHpml,255,93,80
660,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",PVHpmm,255,93,80
94,38,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,255,93,80
55,94,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",PVHap,255,93,80
87,94,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",PVHmpd,255,93,80
110,94,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",PVHpv,255,93,80
30,157,"Periventricular hypothalamic nucleus, anterior part",PVa,255,93,80
118,157,"Periventricular hypothalamic nucleus, intermediate part",PVi,255,93,80
223,157,Arcuate hypothalamic nucleus,ARH,255,93,80
141,1097,Periventricular region,PVR,255,85,71
72,141,Anterodorsal preoptic nucleus,ADP,255,85,71
80,141,Anterior hypothalamic area,AHA,255,85,71
263,141,Anteroventral preoptic nucleus,AVP,255,85,71
272,141,Anteroventral periventricular nucleus,AVPV,255,85,71
830,141,Dorsomedial nucleus of the hypothalamus,DMH,255,85,71
668,830,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa,255,85,71
676,830,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp,255,85,71
684,830,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv,255,85,71
452,141,Median preoptic nucleus,MEPO,255,85,71
523,141,Medial preoptic area,MPO,255,85,71
763,141,Vascular organ of the lamina terminalis,OV,255,85,71
914,141,Posterodorsal preoptic nucleus,PD,255,85,71
1109,141,Parastrial nucleus,PS,255,85,71
1124,141,Suprachiasmatic preoptic nucleus,PSCH,255,85,71
126,141,"Periventricular hypothalamic nucleus, posterior part",PVp,255,85,71
133,141,"Periventricular hypothalamic nucleus, preoptic part",PVpo,255,85,71
347,141,Subparaventricular zone,SBPV,255,85,71
286,141,Suprachiasmatic nucleus,SCH,255,85,71
338,141,Subfornical organ,SFO,255,85,71
576073699,141,Ventromedial preoptic nucleus,VMPO,255,85,71
689,141,Ventrolateral preoptic nucleus,VLPO,255,85,71
467,1097,Hypothalamic medial zone,MEZ,255,76,62
88,467,Anterior hypothalamic nucleus,AHN,255,76,62
700,88,"Anterior hypothalamic nucleus, anterior part",AHNa,255,76,62
708,88,"Anterior hypothalamic nucleus, central part",AHNc,255,76,62
716,88,"Anterior hypothalamic nucleus, dorsal part",AHNd,255,76,62
724,88,"Anterior hypothalamic nucleus, posterior part",AHNp,255,76,62
331,467,Mammillary body,MBO,255,76,62
210,331,Lateral mammillary nucleus,LM,255,76,62
491,331,Medial mammillary nucleus,MM,255,76,62
732,491,"Medial mammillary nucleus, median part",MMme,255,76,62
606826647,491,"Medial mammillary nucleus, lateral part",MMl,255,76,62
606826651,491,"Medial mammillary nucleus, medial part",MMm,255,76,62
606826655,491,"Medial mammillary nucleus, posterior part",MMp,255,76,62
606826659,491,"Medial mammillary nucleus, dorsal part",MMd,255,76,62
525,331,Supramammillary nucleus,SUM,255,76,62
1110,525,"Supramammillary nucleus, lateral part",SUMl,255,76,62
1118,525,"Supramammillary nucleus, medial part",SUMm,255,76,62
557,331,Tuberomammillary nucleus,TM,255,76,62
1126,557,"Tuberomammillary nucleus, dorsal part",TMd,255,76,62
1,557,"Tuberomammillary nucleus, ventral part",TMv,255,76,62
515,467,Medial preoptic nucleus,MPN,255,76,62
740,515,"Medial preoptic nucleus, central part",MPNc,255,76,62
748,515,"Medial preoptic nucleus, lateral part",MPNl,255,76,62
756,515,"Medial preoptic nucleus, medial part",MPNm,255,76,62
980,467,Dorsal premammillary nucleus,PMd,255,76,62
1004,467,Ventral premammillary nucleus,PMv,255,76,62
63,467,"Paraventricular hypothalamic nucleus, descending division",PVHd,255,76,62
439,63,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp,255,76,62
447,63,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf,255,76,62
455,63,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp,255,76,62
464,63,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,255,76,62
693,467,Ventromedial hypothalamic nucleus,VMH,255,76,62
761,693,"Ventromedial hypothalamic nucleus, anterior part",VMHa,255,76,62
769,693,"Ventromedial hypothalamic nucleus, central part",VMHc,255,76,62
777,693,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,255,76,62
785,693,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,255,76,62
946,467,Posterior hypothalamic nucleus,PH,255,76,62
290,1097,Hypothalamic lateral zone,LZ,242,72,59
194,290,Lateral hypothalamic area,LHA,242,72,59
226,290,Lateral preoptic area,LPO,242,72,59
356,290,Preparasubthalamic nucleus,PST,242,72,59
364,290,Parasubthalamic nucleus,PSTN,242,72,59
576073704,290,Perifornical nucleus,PeF,242,72,59
173,290,Retrochiasmatic area,RCH,242,72,59
470,290,Subthalamic nucleus,STN,242,72,59
614,290,Tuberal nucleus,TU,242,72,59
797,290,Zona incerta,ZI,242,72,59
796,797,Dopaminergic A13 group,A13,242,72,59
804,797,Fields of Forel,FF,242,72,59
10671,1097,Median eminence,ME,242,72,59
313,343,Midbrain,MB,255,100,255
339,313,"Midbrain, sensory related",MBsen,255,122,255
302,339,"Superior colliculus, sensory related",SCs,255,122,255
851,302,"Superior colliculus, optic layer",SCop,255,122,255
842,302,"Superior colliculus, superficial gray layer",SCsg,255,122,255
834,302,"Superior colliculus, zonal layer",SCzo,255,122,255
4,339,Inferior colliculus,IC,255,122,255
811,4,"Inferior colliculus, central nucleus",ICc,255,122,255
820,4,"Inferior colliculus, dorsal nucleus",ICd,255,122,255
828,4,"Inferior colliculus, external nucleus",ICe,255,122,255
580,339,Nucleus of the brachium of the inferior colliculus,NB,255,122,255
271,339,Nucleus sagulum,SAG,255,122,255
874,339,Parabigeminal nucleus,PBG,255,122,255
460,339,Midbrain trigeminal nucleus,MEV,255,122,255
599626923,339,Subcommissural organ,SCO,255,122,255
323,313,"Midbrain, motor related",MBmot,255,144,255
381,323,"Substantia nigra, reticular part",SNr,255,144,255
749,323,Ventral tegmental area,VTA,255,144,255
607344830,323,Paranigral nucleus,PN,255,144,255
246,323,"Midbrain reticular nucleus, retrorubral area",RR,255,144,255
128,323,Midbrain reticular nucleus,MRN,255,144,255
539,128,"Midbrain reticular nucleus, magnocellular part",MRNm,255,144,255
548,128,"Midbrain reticular nucleus, magnocellular part, general",MRNmg,255,144,255
555,128,"Midbrain reticular nucleus, parvicellular part",MRNp,255,144,255
294,323,"Superior colliculus, motor related",SCm,255,144,255
26,294,"Superior colliculus, motor related, deep gray layer",SCdg,255,144,255
42,294,"Superior colliculus, motor related, deep white layer",SCdw,255,144,255
17,294,"Superior colliculus, motor related, intermediate white layer",SCiw,255,144,255
10,294,"Superior colliculus, motor related, intermediate gray layer",SCig,255,144,255
494,10,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a,255,144,255
503,10,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b,255,144,255
511,10,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,255,144,255
795,323,Periaqueductal gray,PAG,255,144,255
50,795,Precommissural nucleus,PRC,255,144,255
67,795,Interstitial nucleus of Cajal,INC,255,144,255
587,795,Nucleus of Darkschewitsch,ND,255,144,255
614454277,795,Supraoculomotor periaqueductal gray,Su3,255,144,255
1100,323,Pretectal region,PRT,255,144,255
215,1100,Anterior pretectal nucleus,APN,255,144,255
531,1100,Medial pretectal area,MPT,255,144,255
628,1100,Nucleus of the optic tract,NOT,255,144,255
634,1100,Nucleus of the posterior commissure,NPC,255,144,255
706,1100,Olivary pretectal nucleus,OP,255,144,255
1061,1100,Posterior pretectal nucleus,PPT,255,144,255
549009203,1100,Retroparafascicular nucleus,RPF,255,144,255
